danceability,energy,valence,acousticness,speechiness,instrumentalness,liveness,tempo,track_id,track_name,artists,track_genre,playlist_id,playlist_name,playlist_type
0.478,0.34,0.563,0.882,0.0491,0.784,0.0678,106.376,5fGw0HGVVI8kZk1DsMC3hU,"String Quartet No. 1 in A Minor, Op. 41 No. 1: II. Scherzo. Presto",Calmo,classical,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.596,0.468,0.584,0.208,0.0292,5.17e-06,0.195,124.139,2nqVa3s6vyN10I8mjb4KwI,Candle In The Wind,Calmo,piano,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.622,0.369,0.584,0.906,0.048,0.305,0.044,125.855,1HxcdVSe2UUdU4RBVOXM9h,"Contredanse in C, - ""La Bataille"", K.535",Calmo,classical,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.0,2.01e-05,0.0,0.0,0.0,0.977,0.32,0.0,01M0YRamUAhV0XMPZrUIky,Static Rainstorm,Calmo,sleep,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.109,0.000965,0.00536,2.21e-06,0.162,0.787,0.352,79.516,6zC1g4U6YqF7pq1oOYyG6a,Bedtime Baby,Calmo,sleep,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.643,0.268,0.62,0.593,0.09,2.06e-06,0.316,143.813,4Q7Q9bmbY5Lo7YamHngO4O,Zara Zara,Calmo,classical,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.183,0.0112,0.00142,1.14e-06,0.33,0.462,0.39,80.403,5paqDaG3OXztEI294HoGFM,Ocean,Calmo,sleep,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.0,2.03e-05,0.0,0.0,0.0,0.0,0.838,0.0,33BhBduJ2m2FQ0cYpl0aQE,Pouring Rain with Pure Brown Noise - Loopable with no fade,Calmo,sleep,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.621,0.684,0.847,0.518,0.0289,0.00761,0.366,133.803,7bdsNVQUGs9O0Qc8FtTKPn,Cornflake Girl - 2015 Remaster,Calmo,piano,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.561,0.367,0.125,0.373,0.0246,0.831,0.0989,73.993,6VJYENs5BugMc1dCVepivD,Flash,Calmo,ambient,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.0,0.0052,0.0,0.108,0.0,0.555,0.589,0.0,0XsJEXpDjyrTR08Su32Vpy,Healing Noises for Insomniac,Calmo,sleep,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.262,0.677,0.365,0.447,0.0528,0.0,0.205,207.478,5SGjzbR81S0tCudlec1NXW,Christmas Without You,Calmo,piano,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.614,0.276,0.649,0.838,0.0511,2.55e-06,0.0921,111.817,1qA5fKKy34e2nGMbaDk71q,"Pa, Pa, Pa - From ""The Magic Flute"" Soundtrack",Calmo,classical,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.677,0.38,0.525,0.937,0.0324,0.0571,0.112,102.036,5VJkEUAvmEelXkmKAE21U6,"Yaar Zaahir (feat. Neha Sharma,Aashim Gulati)",Calmo,classical,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.374,0.366,0.294,0.722,0.0617,0.897,0.12,147.865,42ViMZMqf5jw5u6VWch4Dg,"Mandolin Concerto in C Major, RV 425: III. Allegro",Calmo,classical,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.603,0.743,0.341,0.728,0.0553,4.22e-05,0.103,100.021,5kWMV8yuPP6zSdz4MZhjVh,Leja Leja,Calmo,classical,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.253,0.405,0.303,0.146,0.035,0.824,0.142,188.31,3Mlhgm39yBpuCwyZB8d8Md,K.,Calmo,ambient,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.456,0.364,0.116,0.533,0.0252,0.96,0.111,73.457,5VYBergVrUDcb8QyEg70cF,Keep on Loving You,Calmo,ambient,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.45,0.511,0.115,0.353,0.0276,0.766,0.139,96.563,6ilc4vQcwMPlvAHFfsTGng,Sweet,Calmo,ambient,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.397,0.575,0.284,0.652,0.0443,0.00261,0.12,76.118,4cmCWVR8RlLYyASMarxU0e,Something on Your Mind,Calmo,ambient,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.464,0.663,0.782,0.857,0.141,0.000272,0.387,85.901,0CVqHDuz3FXN45aTLzcpq8,Tillana - Kamas - Adi,Calmo,classical,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.537,0.302,0.413,0.738,0.0324,0.905,0.122,110.578,1ZCtwpUvU6a6L94dmacSGu,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 3 - 2012",Calmo,ambient,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.262,0.677,0.365,0.447,0.0528,0.0,0.205,207.478,2Xafbkd5sqyCkImRpklvwu,Christmas Without You,Calmo,piano,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.0,2.01e-05,0.0,0.0,0.0,0.124,0.688,0.0,1xZrDvsngI3akwkw8Wt4md,Pure Brown Noise - Loopable with No Fade,Calmo,sleep,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.425,0.375,0.179,0.467,0.0353,0.525,0.133,116.99,4Yf9QLUM8EeHaCS7EnaHnX,Versailles (Hold) - Edit,Calmo,ambient,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.183,0.0112,0.00142,1.14e-06,0.33,0.462,0.39,80.403,1t3p66VlFQpJzK7Sx497uU,Ocean,Calmo,sleep,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.417,0.361,0.285,0.0204,0.0301,0.00167,0.0999,62.532,7blNhlXimy77PduXyWtmcI,Salt In The Wound,Calmo,ambient,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.0,6.19e-05,0.0,0.127,0.0,0.999,0.718,0.0,2MetzfhUMANQ07Fu0liJzj,Pouring Rain - Loopable with No Fade,Calmo,sleep,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.262,0.677,0.365,0.447,0.0528,0.0,0.205,207.478,5GkoEIpPvBmXzLW1mFCLYf,Christmas Without You,Calmo,piano,GHOST_CALMO,Calmo catalog (ghost-suspect),ghost_suspect
0.478,0.333,0.204,0.316,0.0328,0.0,0.0646,74.935,3Zm6QMBYCwNZFUOmVBoVhA,The Blood,Bethel Music;Jenn Johnson;Mitch Wong,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.662,0.585,0.718,0.0459,0.0458,0.68,0.107,120.046,0bT6empnTxGJlNQEvDaGWr,Waterways,Kaitlyn Aurelia Smith,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.496,0.255,0.0809,0.937,0.0283,0.845,0.0909,141.961,2oC9Ah7npALCCPW5DC1gob,A Better Place,Project AER;cxlt.,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.207,0.0537,0.0325,0.993,0.043,0.953,0.0991,68.227,1GfdC8GouQqL0RKKzgIhXw,Heavenly Harps,Matooma,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.525,0.144,0.321,0.984,0.0349,0.89,0.186,115.509,4A1VmZQ2rdCS07En1TLDNb,Adams: Hallelujah Junction: 1st Movement,John Adams;Nicolas Hodges;Rolf Hind,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.287,0.0176,0.17,0.988,0.047,0.908,0.104,79.592,1onuiNSXonc5vOJU9igdFk,The Haunted Victorian Pencil,A Winged Victory for the Sullen;Adam Bryanbaum Wiltzie;Dustin O'Halloran,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.0,0.0445,0.0,0.972,0.0,0.972,0.0873,0.0,4acmzQsAeMJa5sGFSog7fu,The End of Childhood (feat. Jack Liebeck),Dario Marianelli;Jack Liebeck;Benjamin Wallfisch,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.0877,0.0452,0.0353,0.988,0.0431,0.936,0.109,85.425,5DCNX1F47bDPke1LxKrEnS,Taladh Chriosta,Peter Gregson;Daniel Pioro;Grace Davidson;Clara Sanabras;Hannah Cooke,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.774,0.577,0.305,0.0735,0.0446,0.857,0.385,127.978,2gxOtoG0NOid3p24aTOEng,Ashley Williamson,Dine,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.462,0.339,0.0395,0.813,0.0418,0.808,0.108,115.015,6oVhL0lLUMswqSV3VcKwJO,So Far,Ólafur Arnalds;Arnór Dan,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.384,0.235,0.193,0.885,0.0332,0.852,0.0874,95.95,5q4HX5dFrepBt1T4Kjuw6p,Red Gold Yesterday,LUCHS,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.517,0.155,0.223,0.877,0.032,0.0,0.103,135.203,21OxPURFtFrTwWGq9aJCju,Tend,Bethel Music;Emmy Rose,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.217,0.00572,0.174,0.989,0.0394,0.925,0.109,85.279,7hyAAjHZaDWSPDzlUYNUIa,Threnody,Goldmund,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.222,0.0285,0.152,0.99,0.0352,0.867,0.163,79.693,4W11ykVxHguZTyd30ckgLh,Berceuse,Felix Rösch,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.181,0.0203,0.0361,0.976,0.0351,0.852,0.0808,66.015,44HKoeFbghQ2SnHhKFmf2t,Unwind,Simon Wester;The Secret Place,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.146,0.0945,0.0323,0.861,0.0407,0.93,0.0931,138.522,0OVpM1le7eDkWeTc9TUeN2,Drifting Towards the Horizon,Spacecraft,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.243,0.158,0.304,0.983,0.0494,0.937,0.117,112.454,5A2VY74odRFW9gVnFo1CRE,Spencer,Jonny Greenwood,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.38,0.246,0.0573,0.872,0.0329,0.905,0.084,133.805,62Da3JOu9H9EIgmqV7DoLG,Lux Aeterna,Clint Mansell;Kronos Quartet,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.222,0.0456,0.0881,0.993,0.0385,0.964,0.231,128.662,5bhbv1xIbk0SbfQ2MEXe8F,Dappled Light,Luke Howard;Jess Gillam;Jess Gillam Ensemble,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.216,0.172,0.0997,0.989,0.0456,0.819,0.0949,168.501,3nUHbzarc3T956rAvVaN7w,The Heart Asks Pleasure First,Michael Nyman;Ahn Trio,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.475,0.137,0.057,0.723,0.032,0.129,0.124,129.623,1jpMsR7pZ56267QsvCOhci,Saving Us a Riot,Phoria,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.181,0.135,0.0307,0.28,0.0394,0.888,0.12,67.438,3RkJXkQNgfq1SSSBF9BOPk,"Where We Belong - From ""Hostiles"" Soundtrack",Max Richter;Air Lyndhurst Orchestra,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.303,0.291,0.197,0.934,0.0318,0.824,0.363,111.327,19doORzyzOFARW6I0Fydc8,Landscape With a Fairy,aspidistrafly,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.468,0.00375,0.174,0.994,0.0358,0.948,0.0776,61.416,698afgx5ev4sqwZBTqHpoW,Bells,Roger Eno,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.712,0.569,0.241,0.346,0.0348,0.492,0.0794,116.016,6I7nESv5d9zf9DcEA9I25u,New Fires,Christian Löffler;Henry Green,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.55,0.187,0.197,0.938,0.0261,0.00954,0.09,92.465,2FeYeAGexV851DsHdFsAmo,"Circles (based on Ludovico Einaudi ""Experience"")",Ludovico Einaudi;Greta Svabo Bech,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.13,0.086,0.0375,0.932,0.0373,0.912,0.108,90.223,3Sy6wgTNEp6vSgLs4EyXAf,Flight from the City,Jóhann Jóhannsson;Yuki Numata Resnick;Tarn Travers;Ben Russell;Clarice Jensen,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.55,0.342,0.169,0.695,0.0337,0.884,0.0899,120.949,2aqhXN3IEdTOoNP9wWCPsQ,Nuvole Bianche - Reimagined by Mercan Dede,Ludovico Einaudi;Mercan Dede,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.324,0.0711,0.0426,0.985,0.0364,0.857,0.0925,69.408,7pbMkDgFy2c2qwiu8iMzNp,Four Dimensions,Ludovico Einaudi;Amsterdam Sinfonietta;PMCE Parco Della Musica Contempornea Ensemble,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.719,0.363,0.122,0.692,0.0545,0.73,0.0803,142.046,2pUfIeF044S7DQNdaOEAoR,Apertura,Gustavo Santaolalla;Don Markese;Braulio Barrera;Javier Casalla;Anibal Kerpel,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.187,0.109,0.0501,0.938,0.048,0.867,0.124,139.128,1G2mAZQL8xfy9wRqC6fY6K,A Sparrow Alighted upon our Shoulder,Jóhann Jóhannsson;Air Lyndhurst String Orchestra;Anthony Weeden,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.395,0.0826,0.119,0.995,0.0432,0.93,0.126,93.288,5KIOfWtUEKrxDNi4OnIpg2,Avril 14th (Aphex Twin) - Vanessa Wagner Version,Murcof;Vanessa Wagner,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.417,0.0939,0.0384,0.984,0.0402,0.826,0.0903,84.241,6zYHwIlDPraiG9UTg4y0oe,Eyes Closed And Traveling,Peter Broderick,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.165,0.0448,0.0565,0.943,0.0426,0.779,0.0912,135.893,7aK1caHaXe63BtAoIFvN2h,Still Life,De Moi,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.483,0.623,0.376,0.651,0.0376,0.883,0.134,97.033,4ygSSIuPuM0EYu22s8YF4t,Bloodflow,Grandbrothers,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.766,0.572,0.231,0.0202,0.0433,0.0146,0.0554,119.952,4riVJ8dOg2QpIp3rdFh8kq,Every High - Young & Sick in-Flight Remix,Kyson;Young & Sick,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.302,0.096,0.382,0.972,0.0309,0.903,0.098,94.275,3mKEXsnqhX5Z0swcZvIhpH,What Gently Flutters,Dustin O'Halloran;Bryan Senti,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.302,0.096,0.382,0.972,0.0309,0.903,0.098,94.275,5pl3wsilqIY02ZmrjMNkYy,What Gently Flutters,Dustin O'Halloran;Bryan Senti,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.484,0.457,0.187,0.406,0.0456,0.646,0.297,87.159,4VxaUj96W2jw9UOtKHu51p,Goodbye,Apparat;Soap&Skin,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.314,0.634,0.172,0.0207,0.0344,7.52e-05,0.687,143.992,2YRx8jviX9HnvxD0uDIOma,Champion - Live,Bethel Music;Dante Bowe,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.185,0.0535,0.0849,0.975,0.0435,0.953,0.0998,179.997,31leo5SqxFz5BndXp3HKqw,Solitude I,Tom Ashbrook,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.305,0.168,0.051,0.964,0.0332,0.852,0.103,117.312,2KJkKZ6u3QRm9Xpu5I2CPB,Patience Is A Virtue,Clem Leek,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.302,0.096,0.382,0.972,0.0309,0.903,0.098,94.275,5ZT0rwBZW2xaNrSBNwi9py,What Gently Flutters,Dustin O'Halloran;Bryan Senti,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.0877,0.0452,0.0353,0.988,0.0431,0.936,0.109,85.425,5m7f9709ZRMiiSY2WwNZtM,Taladh Chriosta,Peter Gregson;Daniel Pioro;Grace Davidson;Clara Sanabras;Hannah Cooke,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.355,0.734,0.237,0.00177,0.0509,0.0,0.0965,143.964,2ZUEopklc3lUm4OXUPB6WS,Too Good To Not Believe - Live,Bethel Music;Brandon Lake,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.336,0.173,0.0374,0.99,0.0477,0.927,0.076,118.564,7yUukIX492jvLR85xYQkvc,Run,Ludovico Einaudi;I Virtuosi Italiani,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.528,0.822,0.363,0.0087,0.0287,0.192,0.183,130.013,09cgbbadzZSKFd1hGN23p5,Water,Bicep;Clara La San,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.28,0.299,0.109,0.856,0.0298,0.0295,0.104,155.035,05IJNjjrvn8pDzOpbjrsIy,I'm Not Asking,Odina,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.337,0.28,0.0824,0.987,0.0384,0.882,0.0851,140.004,1d6BkMki9M6K0yp9OLBzOM,Fire and Light,Actress,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.108,0.0172,0.0705,0.96,0.0462,0.981,0.0882,71.007,5pmxkW0gZrqq00Gy1aGZQv,"On the Nature of Daylight (From ""Arrival"")",Max Richter;Maksym Rzemiński;Radom Chamber Orchestra;Dawid Runtz,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.253,0.00429,0.0368,0.99,0.0523,0.912,0.103,74.497,2GnYCy70I8cR4oEA2wsSDx,"The Hours: An Unwelcome Friend (From ""The Hours"")",Philip Glass;Nicolas Horvath,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.492,0.0814,0.562,0.993,0.0584,0.952,0.111,177.103,6E3hxEJJENksZCVtRDZrpi,Hiddensee,Ceeys,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.23,0.206,0.134,0.965,0.0348,0.856,0.17,139.114,3dWXi0xNXqtBEjjbxwVbua,Primavera,Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.0975,0.0077,0.0989,0.988,0.0471,0.83,0.0603,87.152,0rFdP3ZfwsUajBLUuex0Kb,Einaudi: Una mattina,Ludovico Einaudi;Gautier Capuçon;Jerome Ducros,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.206,0.177,0.0962,0.95,0.0344,0.943,0.0986,78.691,3HRqtrUKxbPgE1dqpZT1vb,Rearranging Furniture,Gabriel Yared,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.757,0.388,0.74,0.88,0.044,0.382,0.104,114.031,6rGBWSCtMqurKFEvpa2lW2,Don't Give Up,Foreign Fields,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.483,0.886,0.235,0.427,0.103,2.84e-05,0.114,124.795,5jq2ArI1hhZ3wlJN8RijD3,Dheera Dheera,Mohan;Ananya Bhat;Santhosh Venky;Sachin Basrur;H. Shreenivas Moorthi;Puneeth Rudranag;Vijy Aurs,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.203,0.03,0.0776,0.987,0.0425,0.926,0.0805,71.547,6f4cBWeUGOtO7WFxxt35j3,Erase,Líom,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.364,0.00799,0.0674,0.978,0.0395,0.894,0.109,101.226,1eqyKmkcp7b2s1PU9fEZRS,Full Moon (Arr. Lewin for Guitar),Ludovico Einaudi;Miloš Karadaglić,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.14,0.217,0.078,0.909,0.0352,0.855,0.0689,88.381,6KpO4neDXxGdiEgsivZieY,Divenire,Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra,ambient,GHOST_AMBIENT_LV1,Low-var ambient (ghost pattern 1),ghost_suspect
0.33,0.486,0.0368,0.281,0.164,0.945,0.794,67.678,1oKRCWklnOb1BT9LQpqZ4i,Babbling Creek Sound (No Music),Robbins Island Music Group,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.0,2.01e-05,0.0,0.0,0.0,0.124,0.688,0.0,6FF4ClqfWoA36QFLaTAkLj,Pure Brown Noise - Loopable with no fade,"Deep Sleep;Sleep Baby Sleep;Lullabies for Deep Meditation;Relax Meditate Sleep;Relaxation;Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief",sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.152,0.012,0.0939,0.938,0.0458,0.805,0.101,68.978,6AYzbLak1YhYu5litfcTdV,Schlafmittel,Felix Hertzog,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.158,0.0642,0.0576,0.884,0.0474,0.758,0.108,107.432,6NGbBlz6b95e6zDDSDvf8J,Cloudology,Moomu,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.144,0.0028,0.208,0.937,0.0474,0.877,0.108,77.314,1aRSdvKuD2ZAkkNxWX8WSK,Dream Reality,Doris Melwin,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.312,0.125,0.0634,0.981,0.0455,0.896,0.113,78.937,4Ytw490YeOUEpAkFofGUFN,Bella's Lullaby,Sleep Baby Sleep,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.162,0.0286,0.114,0.853,0.038,0.812,0.102,74.131,2WGKo3sflN4aUNtesZw4Py,La Cascada,Sayulita,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.172,0.0355,0.0386,0.986,0.0407,0.895,0.106,138.015,6FLcSrGp3mGIEQghonDxG3,The Nimrod Expedition,Anthropological,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.175,0.0171,0.0318,0.975,0.04,0.915,0.0998,80.512,70EFtngIf7REQH2ZfkiVLB,Slow Down the Night,Maximilian Sievert,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.182,0.202,0.0365,0.977,0.0908,0.0358,0.111,57.069,0DnJaopRhT8HcVxhwvifLr,Office Air Conditioners,Baby Sleep;White Noise for Reading;Peaceful Dreams;Background Ambiances;Baby Sleep White Noise;Baby Sweet Dream,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.0,0.998,0.0,0.132,0.0,0.942,0.891,0.0,0XvG65b2KbCUT4NDvjTAXm,Continuous Rain,Rain for Deep Sleep;Yoga;The Rain Library,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.0,4.28e-05,0.0,0.194,0.0,0.999,0.718,0.0,5biHe2MTbGvVErVHvFMU9U,Brown Noise Waves and the Pouring Rain,Loopable;Verter la lluvia,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.158,0.0186,0.0531,0.992,0.0456,0.921,0.101,135.36,0SHIkGcjuVoAuAbezjBfiT,Becalming,Rebecka Aether,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.165,0.164,0.0326,0.793,0.0433,0.808,0.107,130.222,0CwVkwUUCZPYZdj7SafQYL,Aurora,The Destination,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.448,0.996,0.0141,0.935,0.0498,0.869,0.948,67.615,175c0CkaP7d8AbQ1kTMbmm,Comforting Noise,Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.478,0.996,0.0141,0.932,0.061,0.808,0.951,120.376,5D0y2WIocWzlXLtuNW8awZ,Easing Peal,Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.214,0.0422,0.0575,0.994,0.0366,0.896,0.0969,69.912,6ijjVhsdUDrHWTkciKq0nD,Rituals,Lorelle Paredes,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.164,0.00257,0.059,0.974,0.0464,0.983,0.0991,66.473,1DcXCmzCWy8UklXkjjMlIC,Puppy Dog Eyes,Dog Music,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.163,0.0094,0.138,0.987,0.0354,0.874,0.104,72.478,6OTCHM8icoVQmWYdULItOz,Hopeful,Unwritten Skies,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.0709,0.0235,0.0519,0.964,0.0408,0.904,0.0853,75.607,5pGG0eGQcA71HLo4jKQY90,Nattljus,Månvarv,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.0,2.03e-05,0.0,0.112,0.0,0.331,0.663,0.0,33wp91bmIk1XYn7aKxMone,Clean White Noise,"Spa;Spa, Relaxation and Dreams;Relax Meditate Sleep;Loopable;Lullaby Land",sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
0.215,0.0111,0.0371,0.995,0.039,0.976,0.102,68.243,7MRwNia7W4TCMUq1X8JbAU,The Other Side,Rosetta Arroyo,sleep,GHOST_SLEEP_LV,Low-var sleep (ghost pattern),ghost_suspect
